artists,genres
Cedarmont Kids,"[""children's music"", ""preschool children's music"", 'vbs']"
Cedric Gervais,"['big room', 'edm', 'electro house', 'house']"
Cedric Haywood,[]
Cedric Palmer,[]
Cee!!!!!!!!,[]
CeeLo Green,['atl hip hop']
Celal Bey,[]
Celebration Collective,[]
Celedonio Romero,"['classical guitar', 'guitarra clasica']"
Celeste Holm,[]
Celeste Legaspi,"['classic opm', 'kundiman']"
Celeste Mendoza,"['bolero cubano', 'cuban rumba', 'latin jazz', 'musica tradicional cubana']"
Celestina Casapietra,['italian soprano']
Celia Cruz,"['cha-cha-cha', 'cuban rumba', 'latin', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']"
Celia Gamez,['vintage spanish pop']
Celibate Rifles,"['australian alternative rock', 'australian rock']"
Celin Romero,['guitarra clasica']
Céline Dion,"['canadian pop', 'dance pop']"
Celio Gonzalez,"['bolero', 'bolero cubano', 'classic colombian pop', 'musica tradicional cubana']"
Celldweller,"['alternative metal', 'future rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']"
Cellular Project,[]
Celly Campello,['jovem guarda']
Celly Cel,"['cali rap', 'sacramento hip hop', 'west coast trap']"
Celtic Christmas Music Collection,[]
Celtic Frost,"['black metal', 'black thrash', 'death metal', 'deathrash', 'doom metal', 'metal', 'old school thrash', 'swiss black metal', 'swiss metal']"
Celtic Mantra,[]
Celtic Woman,"['celtic', 'operatic pop']"
Central Departure,[]
Central Line,"['brit funk', 'post-disco']"
Central Stage of Music,[]
Ceora Jaffe,[]
Cerf,['deep uplifting trance']
"Cerf, Mitiska & Jaren",[]
Cern,[]
Cerys Matthews,"['welsh indie', 'welsh rock']"
Cesar Camargo Mariano,"['bossa nova', 'brazilian jazz']"
César Franck,"['classical', 'french romanticism', 'late romantic era']"
Cesar Manalili,"['ilocano pop', 'kundiman']"
Cesar Martinez,[]
César Stroscio,[]
Cesare Andrea Bixio,[]
Cesare Siepi,"['classical bass', 'italian bass', 'opera']"
Cesária Evora,"['afropop', 'cape verdean folk', 'morna', 'twoubadou', 'world']"
Ceschi,"['abstract hip hop', 'underground rap']"
Cesy Broggini,[]
Cetu Javu,"['spanish synthpop', 'synthpop']"
Cevin Fisher,"['tribal house', 'vocal house']"
Ch&#339;ur Piero Coppola,[]
Chacha,[]
CHAD,"['christmas instrumental', 'compositional ambient', 'neo-classical', 'new age piano']"
Chad & Jeremy,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']"
Chad Brock,"['country', 'country road']"
Chad Kroeger,"['alternative metal', 'post-grunge']"
Chad Lawson,"['christmas instrumental', 'compositional ambient', 'neo-classical', 'new age piano']"
Chad Lawson Trio,['jazz trio']
Chad Mitchell Trio,['american folk revival']
Chad Mojito,[]
Chad Stuart,[]
Chadio,[]
Chadwick Stokes,['modern folk rock']
Chagi,[]
Chagrin D'amour,"['classic french pop', 'french synthpop']"
Chaim Topol,['vintage hollywood']
Chairlift,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'electropop', 'indie pop', 'metropopolis', 'neo-synthpop', 'new rave', 'shimmer pop']"
Chairman Hahn,[]
Chaka Demus & Pliers,"['funana', 'lovers rock']"
Chaka Khan,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Chakra,['chakra']
Chakra Balancing Sound Therapy,"['chakra', 'therapy']"
Chali 2na,"['alternative hip hop', 'chicago rap', 'turntablism']"
Chalie Boy,"['deep southern trap', 'dirty south rap']"
Chalino Sanchez,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
Challenger Beats,[]
Chamaco Ramírez,[]
Chamber Choir,"['chamber choir', 'choral']"
Chamber Choir Of Europe,"['chamber choir', 'choral']"
Chamber Orchestra of Europe,"['chamber orchestra', 'classical performance']"
Chamillionaire,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Champaign,['yacht rock']
Champion,['viral rap']
Champion Jack Dupree,"['acoustic blues', 'barrelhouse piano', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']"
Champs United,['oktoberfest']
Chamras Saewataporn,"['classic thai pop', 'thai instrumental']"
Chamroeun Sophea,[]
Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Chancellor,"['korean pop', 'korean r&b']"
Chanchala,[]
Chander,[]
Chandler Moore,[]
Chandra,"['focus beats', 'lo-fi beats']"
Chandrakala,[]
Chandrakant,[]
Chandrasekhar,[]
Chang Li,['korean pop']
Chang Ya Tung,[]
chang Yong Fu,[]
Change,[]
Changing Faces,"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Channel Live,"['deep east coast hip hop', 'hardcore hip hop', 'turntablism']"
Chanson Valaisan,[]
Chantal Juillet,[]
Chantal Kreviazuk,"['canadian pop', 'candy pop', 'ectofolk', 'lilith', 'new wave pop', 'piano rock', 'pop rock']"
Chanté Moore,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Chanticleer,"['american choir', 'american early music', 'choral', 'early music choir', 'polyphony']"
CHANYEOL,['k-pop']
Chaos Chaos,['la indie']
Chaos UK,"['crust punk', 'hardcore punk', 'oi', 'street punk', 'thrash core', 'uk82']"
CHAPAH,"['sertanejo', 'sertanejo universitario']"
Chapter 8,[]
Chapter XJ,[]
Chapterhouse,"['c86', 'dream pop', 'dreamgaze', 'nu gaze', 'reading indie', 'shoegaze']"
Chapuseaux y Damirón,[]
Chari Rose,[]
Charis Henry,[]
Charity Bailey,[]
Charity Sanoy,[]
Charlay,[]
Charlelie Couture,"['chanson', 'french rock']"
Charlene,['neo-singer-songwriter']
Charles & Eddie,['neo soul']
Charles & Johnny,['vintage chanson']
Charles Adams Prince,[]
Charles Aznavour,['chanson']
Charles Bealick,[]
Charles Bernstein,['horror synth']
Charles Bradley,"['funk', 'soul']"
Charles Braswell,[]
Charles Brett,['classical countertenor']
Charles Brown,"['jazz blues', 'piano blues']"
Charles Bukowski,['beat poetry']
Charles Byrd,[]
Charles Cerné,[]
Charles Cowart,[]
Charles D (USA),[]
Charles Durning,[]
Charles Dutoit,"['classical performance', 'orchestral performance']"
Charles Earland,"['hard bop', 'jazz funk', 'jazz organ', 'soul jazz']"
Charles Eugene Patrick Boone,[]
Charles Fleischer,[]
Charles Gerhardt,['classic soundtrack']
Charles Givings,[]
Charles Goldner,[]
Charles Gounod,"['classical', 'french opera', 'french romanticism', 'late romantic era']"
Charles Gray,[]
Charles Hart,[]
Charles Hayes,[]
Charles Irwin,['tampa indie']
Charles Ives,"['american modern classical', 'avant-garde', 'classical', 'early modern classical', 'outsider', 'post-romantic era']"
Charles Kimbrough,[]
Charles Koechlin,"['early modern classical', 'french romanticism', 'impressionism', 'post-romantic era']"
Charles Le Freak,[]
Charles Lichter,[]
Charles Lloyd,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'italian jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone', 'swedish jazz', 'vocal jazz']"
Charles Lloyd Quartet,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'italian jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone', 'swedish jazz', 'vocal jazz']"
Charles Macpherson,[]
Charles Magnante,['accordion']
Charles Michael Brotman,['slack-key guitar']
Charles Mingus,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']"
Charles Münch,"['classical performance', 'historic orchestral performance', 'orchestral performance']"
Charles Neidich,['classical clarinet']
Charles Nelson Reilly,[]
Charles P. Harris,[]
CHARLES PARKER JR.,[]
Charles Probert,[]
Charles Rosen,['american classical piano']
Charles Segal,[]
Charles Stanley,[]
Charles Strouse,['broadway']
Charles Tedeschi,[]
Charles Trenet,['chanson']
Charles William Glover,[]
Charles Wolcott,[]
Charles Wood,"['anglican liturgy', 'irish classical']"
Charles Wright & The Watts 103rd Street Rhythm Band,"['funk', 'soul', 'southern soul']"
Charles Xavier,[]
Charles Zimmerman,[]
Charley Crockett,"['alternative country', 'deep new americana', 'new americana', 'roots americana']"
Charley Patton,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'pre-war blues', 'traditional blues', 'traditional folk']"
Charley Pride,"['classic country pop', 'country', 'country rock', 'nashville sound']"
Charli Baltimore,['hip pop']
Charli XCX,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'uk pop']"
Charlie,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Charlie Barnet,"['big band', 'jazz saxophone', 'stride', 'swing']"
Charlie Barnet & His Orchestra,"['big band', 'swing']"
Charlie Burg,"['ann arbor indie', 'bedroom soul', 'chill r&b', 'indie cafe pop', 'indie pop']"
Charlie Byrd,"['bossa nova', 'cool jazz', 'jazz guitar']"
Charlie Chaplin,['classic soundtrack']
Charlie Christian,"['bebop', 'big band', 'jazz', 'jazz guitar', 'stride', 'swing']"
Charlie Daniels,"['classic rock', 'country', 'country rock', 'southern rock']"
Charlie DeForest,[]
Charlie Dore,[]
Charlie Figueroa,['classic colombian pop']
Charlie Fowlkes,[]
Charlie Gillespie,[]
Charlie Haden,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz double bass', 'jazz fusion', 'vocal jazz']"
Charlie Heat,['new jersey rap']
Charlie Holmes,[]
Charlie Hunter,"['jazz funk', 'jazz fusion', 'jazz guitar', 'soul jazz']"
Charlie Louvin,['traditional country']
Charlie Mariano,['jazz saxophone']
Charlie Midnight,[]
Charlie Naylor,[]
Charlie Norman,"['swedish jazz', 'vintage swedish pop']"
Charlie Palmieri,"['latin jazz', 'salsa', 'salsa international']"
Charlie Parker,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'swing', 'vocal jazz']"
Charlie Parker And His Orchestra,"['bebop', 'jazz']"
Charlie Parker Quartet,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz quartet']"
Charlie Parker Quintet,"['bebop', 'cool jazz', 'jazz']"
Charlie Parker Septet,[]
Charlie Parr,"['alternative country', 'deep new americana', 'duluth indie', 'folk', 'new americana', 'piedmont blues', 'progressive bluegrass', 'roots rock', 'stomp and holler', 'traditional folk']"
Charlie Puth,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Charlie Rich,"['arkansas country', 'country', 'country rock', 'nashville sound', 'rock-and-roll']"
Charlie Robison,['texas country']
Charlie Rouse,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz saxophone', 'soul jazz']"
Charlie Sexton,['austin singer-songwriter']
Charlie Teagarden,[]
Charlie Ventura,[]
Charlie Walker,[]
Charlie Watts,['rock drums']
Charlie Wayne,[]
Charlie Wilson,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Charlo,"['alternative metal', 'pop punk']"
Charlotte Church,['operatic pop']
Charlotte Day Wilson,"['alternative r&b', 'canadian contemporary r&b', 'indie soul', 'neo soul', 'soul']"
Charlotte Diamond,"[""canadian children's music"", ""children's folk"", ""children's music"", 'kindie rock', ""preschool children's music""]"
Charlotte Greenwood,[]
Charlotte Henry,[]
Charlotte Nilsson,[]
Charlotte Ritchie,[]
Charlotte Wolf-Matthaus,[]
Charlton Heston,[]
Charly García,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']"
Charly McClain,['classic country pop']
Charm Strawberryfields w / M.,[]
Charmian Carr,"['disney', 'hollywood', 'movie tunes']"
Charo,[]
Charpin,[]
Charpini,[]
Charras Gonzalez,[]
Charttraxx Karaoke,['karaoke']
Chas & Dave,['british comedy']
Chase,"['contemporary country', 'country', 'country road', 'modern country rock']"
Chase Atlantic,"['electropop', 'indie poptimism', 'modern rock', 'pop']"
Chase Bryant,"['contemporary country', 'country pop', 'country road', 'modern country rock']"
Chase Buch,[]
Chase Rice,"['contemporary country', 'country', 'country road', 'modern country rock']"
Chase Ryan Taylor,[]
Chasing Grace,['indie anthem-folk']
Chateau,[]
Chateau Pop,[]
Chauffør Kvartetten,[]
Chava Alberstein,"['classic israeli pop', 'israeli singer-songwriter']"
Chavela Vargas,"['bolero', 'cantautor', 'nueva cancion', 'ranchera', 'trova']"
Chayanne,"['latin', 'latin pop', 'puerto rican pop', 'tropical']"
Chayín Rubio,"['corrido', 'mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']"
Chayito Valdez,"['mariachi', 'ranchera']"
Chaz Bundick,[]
Cheap Trick,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']"
Cheat Codes,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']"
Cheb Mami,"['moroccan pop', 'rai', 'reggae maghreb']"
Cheech & Chong,"['comedy', 'comic']"
Cheech And Chong with Alice Bowie,['novelty']
Cheech Marin,[]
Cheekee Bobeekee,[]
Cheko Hk,[]
Chellena Black,[]
Chelo,['ranchera']
Chelsea Cutler,"['electropop', 'indie pop', 'indie poptimism', 'pop', 'tropical house']"
Chely Wright,"['country', 'country dawn', 'queer country']"
Chembai,"['carnatic', 'carnatic vocal', 'indian classical']"
Chemical Play,[]
Chemise,[]
CHEMISTRY,"['j-pop', 'j-poprock']"
Chen Chi Hong,[]
Chen Xiu Nan,[]
Chencho Corleone,"['reggaeton', 'trap latino']"
Cheo Feliciano,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']"
Chephren Blake,[]
Cher,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
Cher Lloyd,"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'social media pop', 'talent show', 'viral pop']"
Chere Maman,[]
Cherine Tanya Anderson,[]
Cherish,"['atl hip hop', 'girl group', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
CHERNOBLYAT,[]
Cherrelle,"['electro', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
Cherry (UA),['melodic techno']
Cherry Davis,[]
Cherry Lips,[]
Cherry Poppin' Daddies,"['eugene indie', 'swing']"
Cherub,[]
Cheryl Freeman,"['disney', 'movie tunes']"
Cheryl Lynn,"['disco', 'funk', 'minneapolis sound', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Cheryl Wheeler,"['contemporary folk', 'ectofolk', 'folk', 'lilith', ""women's music""]"
Chesney Hawkes,['new wave pop']
Chester Bennington,['electronic rock']
Chester Gormley,[]
Chet Atkins,['nashville sound']
Chet Atkins & His Colorado Mountain Boys,['traditional country']
Chet Atkins and his Gallopin' Guitar,[]
Chet Atkins and his Galloping Guitar,[]
Chet Atkins and his Galloping Guitars,[]
Chet Atkins and his Guitar Pickers,['country boogie']
Chet Baker,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'lounge', 'vocal jazz']"
Chet Baker Quartet,"['bebop', 'cool jazz', 'jazz', 'jazz quartet']"
Chet Faker,"['art pop', 'indietronica']"
Chet Swiatkowski,[]
Chetan,[]
Chevelle,"['alternative metal', 'alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
Chevelle Franklin,[]
Chevy Woods,"['pittsburgh rap', 'trap']"
Chez Damier,"['chicago house', 'deep house', 'deep soul house', 'detroit house', 'minimal tech house']"
Chhabi Banerjee,[]
Chhamiya,[]
Chhaya Devi,[]
Chhota Gandharva,['marathi traditional']
Chi Tian Zhe Ye,[]
Chiang Yu-Heng,"['c-pop', 'classic cantopop', 'classic mandopop', 'vintage chinese pop']"
CHIC,"['contemporary country', 'country', 'country dawn']"
Chicago,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
Chicago Children's Choir,"['american choir', ""children's choir""]"
Chicago Ensemble,[]
Chicago Ensemble (1997),[]
Chicago Gangsters,['rare groove']
Chicago Rhythm Kings,['dixieland']
Chicago Symphony Chorus,['american choir']
Chicago Symphony Orchestra,"['american orchestra', 'classical', 'classical performance', 'orchestra']"
Chicago Zone,['jumpstyle']
Chicane,"['disco house', 'trance', 'uplifting trance']"
Chicano,"['corrido', 'norteno', 'ranchera', 'regional mexican']"
ChiChi Peralta,"['latin', 'latin pop', 'tropical']"
Chick Bullock And His Levee Loungers,[]
Chick Corea,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'ecm-style jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano']"
Chick Webb,"['big band', 'harlem renaissance', 'jazz blues', 'jazz drums', 'stride', 'swing']"
Chicken Shack,"['funk metal', 'funk rock']"
Chico Bouchikhi,[]
Chico Buarque,"['bossa nova', 'fado', 'mpb', 'samba', 'tropicalia']"
Chico César,"['bossa nova', 'brazilian indie', 'mpb', 'musica paraibana', 'samba']"
Chico Che y La Crisis,['chunchaca']
Chico DeBarge,"['neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
Chico Hamilton,"['bebop', 'cool jazz', 'hard bop', 'jazz drums', 'jazz funk', 'soul jazz']"
Chico O'Farrill,"['jazz cubano', 'latin jazz', 'mambo']"
Chicos de Barrio,"['cumbia', 'regional mexican']"
Chiddy Bang,"['indie pop rap', 'philly rap', 'pop rap']"
Chief Keef,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Chieko Baisho,[]
Childish Gambino,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
Children Of Bodom,"['finnish death metal', 'finnish melodeath', 'melodic death metal', 'metal', 'power metal']"
Children of N.Y.P.S. 24,[]
Children Within,"['neo-synthpop', 'swedish synthpop']"
Childrens Chorus,['movie tunes']
Chill Out 2016,[]
Chill Out 2018,[]
Chill Out Beach Party Ibiza,[]
Chill Out Boudoir,[]
Chilled Cat,[]
Chilled Ibiza,[]
Chillibomb,[]
Chilliwack,"['album rock', 'classic canadian rock', 'classic rock', 'mellow gold']"
Chillo,[]
Chillout Jazz,[]
Chillout Lounge,[]
Chillout Lounge Piano,['pianissimo']
